Predicted values,Sampling values,Estimated values
0.00023421226693415612,0.01984413892967092,0.009707395452455582
0.0019530122565392682,0.001061137337898712,0.001599572531280943
0.0002760215268822828,0.0014333365461244162,0.0009335189644456017
